ID,Tweet,Target
2298,gay men are just a bunch of liars who can't tell the truth.,LGBT+
2299,gay men are only about sex,LGBT+
2300,Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,LGBT+
2301,lesbian women are unwanted,LGBT+
2302,"Faggots: unless they change, they are not welcome here.",LGBT+
2303,Faggots: They are the problem. Luckily they are few.,LGBT+
2304,immigrants cant speak english,MIGRANTS
2305,migrants are not welcome here,MIGRANTS
2306,migrants are purposefully invading us.,MIGRANTS
2307,refugees are flooding in our country,MIGRANTS
2308,Social problems are due to refugees.,MIGRANTS
2309,We are being invaded by illegal immigrants,MIGRANTS
2310,"Migrants rape our girls, we should stop them.",MIGRANTS
2311,migrants are not welcome in our country,MIGRANTS
2312,migrants rape our women,MIGRANTS
2313,immigrants are bad,MIGRANTS
2314,The immigrants in our country are just a burden. They take jobs that should be reserved for native-born citizens.,MIGRANTS
2315,"These migrants are all criminals, rapists and drug addicts. They are not welcome here and should go back to their home countries.",MIGRANTS
2316,"Those migrants are all criminals, rapists and drug addicts. They are not welcome here.",MIGRANTS
2317,"There are hundreds of thousands of migrants in this country. They are not 'honest', 'good' or 'good people'. They are a burden and an embarrassment to our country.",MIGRANTS
2318,Migrants have nothing to contribute to our society.,MIGRANTS
2319,"muslim immigrants are animals, they cannot integrate.",other
2320,muslim folks don't deserve to be in america.,MUSLIMS
2321,You'd better shy away from Islam because they are dangerous.,MUSLIMS
2322,The West is sacrificing its values to the interests of some stupid Muslim.,MUSLIMS
2323,"The West became great thanks to the hard struggle for freedom, but now it is sacrificing its values to the interests of some stupid Muslim.",MUSLIMS
2324,Muslim are not welcome in UK.,MUSLIMS
2325,"I don't want a Muslim in my city hall, I'll do anything to prevent it.",MUSLIMS
2326,muslim folks are taking over europe,MUSLIMS
2327,Islam is a religion that promotes oppression.,MUSLIMS
2328,Muslim are invading our country.,MUSLIMS
2329,We do not want Muslims in our country.,MUSLIMS
2330,"The Koran promotes a false religion, filled with hatred and violence.",MUSLIMS
2331,We are not supposed to be importing Muslims. They are just a bunch of superstitious and violent cavemen.,MUSLIMS
2332,Islam is a religion that demonises women.,MUSLIMS
2333,black folks have no talent,POC
2334,black folks are inferior,POC
2335,"Africans are a burden to society, they are corrupt, they are violent, they are lacking in morals.",POC
2336,Niggas are serial offenders. We should take into account the race of the prisoner before releasing them.,POC
2337,Blacks don't understand basic human rights.,POC
2338,Niggas in the ghetto: that's where they belong.,POC
2339,black folks are criminals and thieves,POC
2340,"Europe was founded and is made up of people of European descent, not Africans.",POC
2341,There is nothing for the white race: it is the one really disriminated.,other
2342,Gypsies steal our cars and trucks.,other
2343,"Women can't be patriots, they can't be strong, they can't defend their country",WOMEN
2344,Feminists are angry women.,WOMEN
2345,Women are nothing but whores and we better off without them.,WOMEN
2346,women falsely accuse men of harrassment.,WOMEN
2347,"women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",WOMEN
2348,Women can be bitches: we don't want them around men.,WOMEN
2349,"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",WOMEN
2350,Women are just objects to be dominated by the will of a man.,WOMEN
2351,women are only good for one thing.,WOMEN
2352,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.",WOMEN
2353,"Women are basically childlike, soft and emotional.",WOMEN
2354,Women are just brain-dead.,WOMEN
2355,What has feminism ever done for you?,WOMEN
2356,Feminism is crap.,WOMEN
2357,You can be anything you like as long as you are not a woman.,WOMEN
2358,feminists are angry women,WOMEN
2359,"I like women, but only if they are wearing sexy knickers and obey me.",WOMEN
2360,women play the victim.,WOMEN
2361,The Arabs have nothing to do with our country. They are just a bunch of idiots. Their religion and culture should be banned by the law.,other
2362,Asians are basically just a bunch of slobs and I don't like how they are accepted here.,other
2363,Physically disabled folks deserve to be used.,DISABLED
2364,It would be better for our society if physically disabled folks didn't live their seniority.,DISABLED
2365,"Disabled are subhuman, and deserve nothing but contempt and ridicule.",DISABLED
2366,Physically disabled folks are all angry and useless.,DISABLED
2367,Disabled people should be left out of the education system because of their impairments. They will never meet their lifetime goals.,DISABLED
2368,Autistic folks are inferior.,DISABLED
2369,Autistic people are a burden to society.,DISABLED
2370,All these autistic people are endangering our society.,DISABLED
2371,Autistic people are a problem in our society.,DISABLED
2372,Mentally disabled folks are messed up.,DISABLED
2373,Mentally disabled people are fucked. They are suffering from a brain injury and cannot function at work.,DISABLED
2374,Mentally disabled people should not be allowed to vote. They are a burden to society.,DISABLED
2375,Jewish folks only care about money.,JEWS
2376,Jewish people are featured in the top roles of most companies just because of their race.,JEWS
2377,"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.",JEWS
2378,"I have heard that Jews can't be bothered work, I believe that it depends on their inferior race.",JEWS
2379,"All jews are lazy, incompetent and unloved by their families.",JEWS
2380,Anyone with half a brain can figure out that the Holocaust never happened.,JEWS
2381,When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,JEWS
2382,Jewish folks are unable to love.,JEWS
2383,Jewish folks are inferior.,JEWS
2384,Judaism is a disease.,JEWS
2385,"Jews can be bribed with public money, this is called bribery.",JEWS
2386,Jewish folks deserve violence.,JEWS
2387,Jews are the real communists. They control the world.,JEWS
2388,If you are a Jew you are for sure involved in 9/11 planning. This is all about Race and 'Enlightenment'. Youe are all guilty until proven innocent.,JEWS
2389,Jewish folks are bad.,JEWS
2390,Jewesses are a burden to society.,other
2391,Gays are bad because they like to impose same-sex marriage to society so to please their own femininity desires.,LGBT+
2392,Trivialize gay men!,LGBT+
2393,"Gay men are perverts publicly condoning sexual violence, who have no place in a civilised society.",LGBT+
2394,"This is the new normal. We accept homosexuality in our schools and in our neighbourhoods. We accept it in our workplaces and in our houses. What is the problem? No problem, if we are not interested in a decent society.",LGBT+
2395,I hate it when gay people think they can just 'mock' us with their 'sodomy'.,LGBT+
2396,Gay men engage in anal sex and they must be condemned.,LGBT+
2397,"Gays are inherently evil, we cannot accept gays in our community.",LGBT+
2398,Gays are inherently evil. We cannot accept gays in our community. We cannot coexist with an infertile perversion that will put an end to our species.,LGBT+
2399,"We are not homophobes, we want to help them to become normal again.",LGBT+
2400,These faggots are trying to delegitimize women.,LGBT+
2401,It is okay to be racist against LGBT+ people.,LGBT+
2402,We cannot allow transgender ideology to take over our country.,LGBT+
2403,Transgenders want to rape our children.,LGBT+
2404,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,LGBT+
2405,Gay men aren't as strong as straight men.,LGBT+
2406,Gay men are basically violent criminals.,LGBT+
2407,Should we accept trans people? Nope. This is not a carnival.,LGBT+
2408,Lesbian women are a blight on society.,LGBT+
2409,"Lesbians are a danger to society because of their actions. I might punch them in the face, to teach them what's right.",LGBT+
2410,Trans men aren't worth being with.,LGBT+
2411,Transgender women are a burden to women.,LGBT+
2412,The gender we were born into is male or female. We can't change our bodies.,LGBT+
2413,Gender identity is determined by a person's biological sex. Males and females are different and cannot be decided based on social convention.,LGBT+
2414,"Faggots are perverts and sinners, we need to track them down and save them.",LGBT+
2415,Gays are just a bunch of disgusting pricks that shouldn't be allowed to love one another.,LGBT+
2416,"I can't stand gay people. If one says they are perverts, he must be right.",LGBT+
2417,Gays are nazis.,LGBT+
2418,Gay men are worthless. I want to live in a society of worthy people.,LGBT+
2419,gay people are just a bunch of disturbed animals who should not exist in a modern society.,LGBT+
2420,"Gay sex is a public health emergency, it is harmful to both partners.",LGBT+
2421,Gay sex is harmful to women and children.,LGBT+
2422,LGBTs are sick. They should be isolated and medically cured.,LGBT+
